Product ID,Model,Quantity,Image,Price,Link,Name_en,Description_en,Meta_title_en,Meta_description_en,Additional_Image,Product_Attributes,Brand,Product_Category,Product_Option
,801767-687,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-classic99-cap-801767-687,Apparel Caps Air Jordan Classic99 Cap 801767-687,801767-687,Apparel Caps Air Jordan Classic99 Cap 801767-687,801767-687,Not Found,PRODUCTION INFORMATION:MODEL NO:801767-687|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,801767-010,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-classic99-cap-801767-010,Apparel Caps Air Jordan Classic99 Cap 801767-010,801767-010,Apparel Caps Air Jordan Classic99 Cap 801767-010,801767-010,Not Found,PRODUCTION INFORMATION:MODEL NO:801767-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,DC3687-011,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d53f1d55-17ce-418b-9e48-331d54d2f58c_540x.jpg?v=1666343408,,https://www.kickscrew.com/products/air-jordan-washed-bucket-cap-dc3687-011,Air Jordan Washed Bucket Cap DC3687-011,DC3687-011,Air Jordan Washed Bucket Cap DC3687-011,DC3687-011,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d53f1d55-17ce-418b-9e48-331d54d2f58c_540x.jpg?v=1666343408|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_cf1eb3c7-0560-4d53-8963-b457b51f9d91_540x.jpg?v=1666343408|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d53f1d55-17ce-418b-9e48-331d54d2f58c_540x.jpg?v=1666343408|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_cf1eb3c7-0560-4d53-8963-b457b51f9d91_540x.jpg?v=1666343408,PRODUCTION INFORMATION:MODEL NO:DC3687-011,Air Jordan,INNERS|INNERS>Fishermans hat,Not Found
,724893-013,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_aa9f57cc-95bc-40ac-a53b-5c048c924871_540x.jpg?v=1656698056,,https://www.kickscrew.com/products/nike-jordan-724893-013,Air Jordan Sports Outdoor Baseball Cap Unisex Gray 724893-013,Air Jordan Sports Outdoor Baseball Cap Unisex Gray 724893-013,Air Jordan Sports Outdoor Baseball Cap Unisex Gray 724893-013,Air Jordan Sports Outdoor Baseball Cap Unisex Gray 724893-013,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_aa9f57cc-95bc-40ac-a53b-5c048c924871_540x.jpg?v=1656698056|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_d93c58c7-c13a-40ba-8862-53b21220e07c_540x.jpg?v=1656698056|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_0d97ffbb-169b-4bde-b982-0aa4559657ef_540x.jpg?v=1656698056|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_e15d86a1-c6eb-4ee2-907e-7b365227feda_540x.jpg?v=1656698056|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_aa9f57cc-95bc-40ac-a53b-5c048c924871_540x.jpg?v=1656698056|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_d93c58c7-c13a-40ba-8862-53b21220e07c_540x.jpg?v=1656698056|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_0d97ffbb-169b-4bde-b982-0aa4559657ef_540x.jpg?v=1656698056|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_e15d86a1-c6eb-4ee2-907e-7b365227feda_540x.jpg?v=1656698056,PRODUCTION INFORMATION:MODEL NO:724893-013|PRODUCTION INFORMATION:RELEASE DATE:2022-02-08|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:COLOR WAY:Default Color,Air Jordan,INNERS|INNERS>Baseball Cap,Not Found
,9A1419-023,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ae9ea129-ce85-4ad9-8566-5129b19256ba_540x.jpg?v=1656565324,,https://www.kickscrew.com/products/jordan-logo-23-9a1419-023,Air Jordan General Jordan Accessories Baseball Cap 9A1419-023,Air Jordan General Jordan Accessories Baseball Cap 9A1419-023,Air Jordan General Jordan Accessories Baseball Cap 9A1419-023,Air Jordan General Jordan Accessories Baseball Cap 9A1419-023,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ae9ea129-ce85-4ad9-8566-5129b19256ba_540x.jpg?v=1656565324|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_ae9ea129-ce85-4ad9-8566-5129b19256ba_540x.jpg?v=1656565324,PRODUCTION INFORMATION:MODEL NO:9A1419-023|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,INNERS|INNERS>Baseball Cap,Not Found
,619360-478,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_601f72d4-61c1-4f22-9798-26362057bb48_540x.jpg?v=1656556090,,https://www.kickscrew.com/products/nike-jordan-air-jordan-logo-cappello-air-jordan-blu-elettrico-619360-478,Jordan Air Jordan Embroidered Baseball Cap Unisex Cappello Nike Air Jordan Electric Blue 619360-478,Air Jordan LOGO Cappello Air Jordan Blu Elettrico 619360-478,Jordan Air Jordan Embroidered Baseball Cap Unisex Cappello Nike Air Jo,Air Jordan LOGO Cappello Air Jordan Blu Elettrico 619360-478,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_601f72d4-61c1-4f22-9798-26362057bb48_540x.jpg?v=1656556090|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_547d21f7-8f0f-49bf-a1a7-6d67128a5a8c_540x.jpg?v=1656556090|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_601f72d4-61c1-4f22-9798-26362057bb48_540x.jpg?v=1656556090|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_547d21f7-8f0f-49bf-a1a7-6d67128a5a8c_540x.jpg?v=1656556090,PRODUCTION INFORMATION:MODEL NO:619360-478|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:COLOR WAY:Blue,Air Jordan,INNERS|INNERS>Baseball Cap,Not Found
,835595-007,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/835595-007_Nike_Air_Jordan_13_Cap_White_a_af46f1fd-f6b6-433e-a9c0-b79bb7f0dabe_540x.jpg?v=1641383680,,https://www.kickscrew.com/products/air-jordan-13-cap-white-835595-007,Air Jordan 13 Cap 835595-007,Nike Air Jordan 13 Cap 835595-007,Air Jordan 13 Cap 835595-007,Nike Air Jordan 13 Cap 835595-007,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/835595-007_Nike_Air_Jordan_13_Cap_White_a_af46f1fd-f6b6-433e-a9c0-b79bb7f0dabe_540x.jpg?v=1641383680|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/835595-007_Nike_Air_Jordan_13_Cap_White_a_af46f1fd-f6b6-433e-a9c0-b79bb7f0dabe_540x.jpg?v=1641383680,PRODUCTION INFORMATION:MODEL NO:835595-007|PRODUCTION INFORMATION:RELEASE DATE:2018-02-06|PRODUCTION INFORMATION:SERIES:Air Jordan 13|PRODUCTION INFORMATION:COLOR WAY:White,Air Jordan,INNERS|INNERS>Cap,Not Found
,843073-100,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/843073-100_Nike_Air_Jordan_13_Cap_White_a_5c5673cb-e96d-4cdf-8a1b-606db97e6272_540x.jpg?v=1640820720,,https://www.kickscrew.com/products/air-jordan-13-cap-lucky-logo-843073-100,Air Jordan 13 Cap 843073-100,,Air Jordan 13 Cap 843073-100,Nike Air Jordan 13 Cap 843073-100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/843073-100_Nike_Air_Jordan_13_Cap_White_a_5c5673cb-e96d-4cdf-8a1b-606db97e6272_540x.jpg?v=1640820720|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/843073-100_Nike_Air_Jordan_13_Cap_White_a_5c5673cb-e96d-4cdf-8a1b-606db97e6272_540x.jpg?v=1640820720,PRODUCTION INFORMATION:MODEL NO:843073-100|PRODUCTION INFORMATION:RELEASE DATE:2018-01-01|PRODUCTION INFORMATION:SERIES:13,Air Jordan,INNERS|INNERS>Cap,Not Found
,884702-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/884702-010_Nike_Air_Jordan_KAWS_Hat_aw-L_24ee373b-bcd8-4a8d-84bd-a167a210800f_540x.jpg?v=1640769200,,https://www.kickscrew.com/products/air-jordan-kaws-hat-black-884702-010,Air Jordan KAWS Hat 884702-010,Nike Air Jordan KAWS Hat 884702-010,Air Jordan KAWS Hat 884702-010,Nike Air Jordan KAWS Hat 884702-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/884702-010_Nike_Air_Jordan_KAWS_Hat_aw-L_24ee373b-bcd8-4a8d-84bd-a167a210800f_540x.jpg?v=1640769200|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/884702-010_Nike_Air_Jordan_KAWS_Hat_aw-L_24ee373b-bcd8-4a8d-84bd-a167a210800f_540x.jpg?v=1640769200,PRODUCTION INFORMATION:MODEL NO:884702-010|PRODUCTION INFORMATION:RELEASE DATE:2017-04-25|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,INNERS|INNERS>Cap,Not Found
,801768-482,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_9a0c3b09-4795-4129-9d15-b0d0789fdd78_540x.png?v=1659200349,,https://www.kickscrew.com/products/nike-jordan-jumpman-cable-pom-knit-hat-concord-801768-482,Air Jordan Fashion Stay Warm Woolen Hat Blue Knitted Cap 801768-482,Nike Jordan Jumpman Cable Pom Knit Hat 801768-482,Air Jordan Fashion Stay Warm Woolen Hat Blue Knitted Cap 801768-482,Nike Jordan Jumpman Cable Pom Knit Hat 801768-482,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_9a0c3b09-4795-4129-9d15-b0d0789fdd78_540x.png?v=1659200349|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_97e29491-ca86-4637-aa21-0e681ae981b1_540x.png?v=1659200349|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_9a0c3b09-4795-4129-9d15-b0d0789fdd78_540x.png?v=1659200349|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_97e29491-ca86-4637-aa21-0e681ae981b1_540x.png?v=1659200349,PRODUCTION INFORMATION:MODEL NO:801768-482|PRODUCTION INFORMATION:RELEASE DATE:2016-11-30|PRODUCTION INFORMATION:COLOR WAY:Concord/(Black),Air Jordan,INNERS|INNERS>Fleece Cap,Not Found
,802023-482,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_f0270f00-6d44-4ca9-ae21-253401c8356d_540x.jpg?v=1656400250,,https://www.kickscrew.com/products/nike-jordan-11-adjustable-hat-space-jam-collection-concord-802023-482,Air Jordan Starry Sky Slam Dunk Blue Baseball Cap 802023-482,Nike Jordan 11 Adjustable Hat 802023-482,Air Jordan Starry Sky Slam Dunk Blue Baseball Cap 802023-482,Nike Jordan 11 Adjustable Hat 802023-482,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_f0270f00-6d44-4ca9-ae21-253401c8356d_540x.jpg?v=1656400250|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_7331be2e-a41d-4bbf-864d-5aabafcb8395_540x.jpg?v=1656400250|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_a5fcc4c0-7916-4669-a363-4badccf6a44d_540x.jpg?v=1656400250|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_3226282c-abe6-4b29-915e-48ff5c0a9fa2_540x.jpg?v=1656400250|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_f0270f00-6d44-4ca9-ae21-253401c8356d_540x.jpg?v=1656400250|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_7331be2e-a41d-4bbf-864d-5aabafcb8395_540x.jpg?v=1656400250|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_a5fcc4c0-7916-4669-a363-4badccf6a44d_540x.jpg?v=1656400250|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_3226282c-abe6-4b29-915e-48ff5c0a9fa2_540x.jpg?v=1656400250,PRODUCTION INFORMATION:MODEL NO:802023-482|PRODUCTION INFORMATION:RELEASE DATE:2016-11-17|PRODUCTION INFORMATION:SERIES:Dunk|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:COLOR WAY:Concord,Air Jordan,INNERS|INNERS>Baseball Cap,Not Found
,847143-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_84e74bb2-5419-41c7-9ceb-4025c55c1969_540x.jpg?v=1656423168,,https://www.kickscrew.com/products/apparel-caps-jordan-floppy-h86-847143-010,Air Jordan FLOPPY Black Cap 847143-010,Jordan FLOPPY Black Cap 847143-010,Air Jordan FLOPPY Black Cap 847143-010,Jordan FLOPPY Black Cap 847143-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_84e74bb2-5419-41c7-9ceb-4025c55c1969_540x.jpg?v=1656423168|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_f6e3c959-7885-45ba-a23d-c988c373a6da_540x.jpg?v=1656423168|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_23d48310-7239-4d52-94fd-49934ba405fe_540x.jpg?v=1656423168|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_84e74bb2-5419-41c7-9ceb-4025c55c1969_540x.jpg?v=1656423168|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_f6e3c959-7885-45ba-a23d-c988c373a6da_540x.jpg?v=1656423168|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_23d48310-7239-4d52-94fd-49934ba405fe_540x.jpg?v=1656423168,PRODUCTION INFORMATION:MODEL NO:847143-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01|PRODUCTION INFORMATION:SEASON:All Season|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,INNERS|INNERS>Cap,Not Found
,834892-010,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-reflective-snapback-834892-010,Apparel Caps Air Jordan Reflective Snapback 834892-010,Apparel Caps Air Jordan Reflective Snapback 834892-010,Apparel Caps Air Jordan Reflective Snapback 834892-010,Apparel Caps Air Jordan Reflective Snapback 834892-010,Not Found,PRODUCTION INFORMATION:MODEL NO:834892-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,849128-010,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-speckle-snapback-849128-010,Apparel Caps Air JORDAN SPECKLE SNAPBACK 849128-010,Apparel Caps Air JORDAN SPECKLE SNAPBACK 849128-010,Apparel Caps Air JORDAN SPECKLE SNAPBACK 849128-010,Apparel Caps Air JORDAN SPECKLE SNAPBACK 849128-010,Not Found,PRODUCTION INFORMATION:MODEL NO:849128-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,835339-010,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-jumpman-perforated-835339-010,Apparel Caps Air Jordan Jumpman Perforated 835339-010,Apparel Caps Air Jordan Jumpman Perforated 835339-010,Apparel Caps Air Jordan Jumpman Perforated 835339-010,Apparel Caps Air Jordan Jumpman Perforated 835339-010,Not Found,PRODUCTION INFORMATION:MODEL NO:835339-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,835599-010,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-aj8-cap-835599-010,Apparel Caps Air Jordan AJ8 Cap 835599-010,Apparel Caps Air Jordan AJ8 Cap 835599-010,Apparel Caps Air Jordan AJ8 Cap 835599-010,Apparel Caps Air Jordan AJ8 Cap 835599-010,Not Found,PRODUCTION INFORMATION:MODEL NO:835599-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,847143-687,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-floppy-cap-h86-847143-687,Apparel Caps Air Jordan Floppy Cap H86 847143-687,Apparel Caps Air Jordan Floppy Cap H86 847143-687,Apparel Caps Air Jordan Floppy Cap H86 847143-687,Apparel Caps Air Jordan Floppy Cap H86 847143-687,Not Found,PRODUCTION INFORMATION:MODEL NO:847143-687|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,857061-100,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-aj1-ns-cap-857061-100,Apparel Caps Air JORDAN AJ1 NS CAP 857061-100,Apparel Caps Air JORDAN AJ1 NS CAP 857061-100,Apparel Caps Air JORDAN AJ1 NS CAP 857061-100,Apparel Caps Air JORDAN AJ1 NS CAP 857061-100,Not Found,PRODUCTION INFORMATION:MODEL NO:857061-100|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,834890-010,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-bhm-snapback-834890-010,Apparel Caps Air JORDAN BHM SNAPBACK 834890-010,Apparel Caps Air JORDAN BHM SNAPBACK 834890-010,Apparel Caps Air JORDAN BHM SNAPBACK 834890-010,Apparel Caps Air JORDAN BHM SNAPBACK 834890-010,Not Found,PRODUCTION INFORMATION:MODEL NO:834890-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,835598-010,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-aj6-cap-835598-010,Apparel Caps Air Jordan AJ6 Cap 835598-010,Apparel Caps Air Jordan AJ6 Cap 835598-010,Apparel Caps Air Jordan AJ6 Cap 835598-010,Apparel Caps Air Jordan AJ6 Cap 835598-010,Not Found,PRODUCTION INFORMATION:MODEL NO:835598-010|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,843075-100,100,Not Found,,https://www.kickscrew.com/products/apparel-caps-air-jordan-aj7-cap-843075-100,Apparel Caps Air Jordan AJ7 Cap 843075-100,Apparel Caps Air Jordan AJ7 Cap 843075-100,Apparel Caps Air Jordan AJ7 Cap 843075-100,Apparel Caps Air Jordan AJ7 Cap 843075-100,Not Found,PRODUCTION INFORMATION:MODEL NO:843075-100|PRODUCTION INFORMATION:RELEASE DATE:1970-01-01,Air Jordan,INNERS|INNERS>Cap,Not Found
,DD7092-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3d0c5a15-a4b0-4874-bfcf-6ca4050d31a4_540x.jpg?v=1656399270,US$114,https://www.kickscrew.com/products/nike-jordan-next-utility-capsule-dd7092-010,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092-010,Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092-010,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092,Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3d0c5a15-a4b0-4874-bfcf-6ca4050d31a4_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_901202dd-bb34-4ba5-8c44-468dddf47def_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_1dd03b6b-3d3d-40b8-8817-877f032f6d3e_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3d0c5a15-a4b0-4874-bfcf-6ca4050d31a4_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_901202dd-bb34-4ba5-8c44-468dddf47def_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_1dd03b6b-3d3d-40b8-8817-877f032f6d3e_540x.jpg?v=1656399270,"PRODUCTION INFORMATION:MODEL NO:DD7092-010|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Summer/Autumn|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Fit|PRODUCTION INFORMATION:CLOSURE:Lacing|PRODUCTION INFORMATION:COLOR WAY:Black",Air Jordan,INNERS|INNERS>Skirt,select:Sizes:L:+US$143.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$114.0000.100:1:+0.00000000:1:
,DD7092-200,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_87e322b8-4885-4c01-9f71-8ea0e6ead225_540x.jpg?v=1656400047,US$72,https://www.kickscrew.com/products/nike-jordan-next-utility-capsule-dd7092-200,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Khaki DD7092-200,,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Khaki DD7092,Air Jordan Next Utility Capsule Sports Short Skirt Khaki DD7092-200,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_87e322b8-4885-4c01-9f71-8ea0e6ead225_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_bde3bd5a-a699-4064-bb03-20b22302b022_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_4f891108-0b6e-4893-b73e-0c9d29687cae_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_87e322b8-4885-4c01-9f71-8ea0e6ead225_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_bde3bd5a-a699-4064-bb03-20b22302b022_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_4f891108-0b6e-4893-b73e-0c9d29687cae_540x.jpg?v=1656400047,"PRODUCTION INFORMATION:MODEL NO:DD7092-200|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Summer/Autumn|PRODUCTION INFORMATION:COLOR WAY:Khaki",Air Jordan,INNERS|INNERS>Skirt,select:Sizes:XS:+US$82.0000.100:1:+0.00000000:1:|select:Sizes:S:+US$72.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$90.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$133.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$80.0000.100:1:+0.00000000:1:
,DD7092-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3d0c5a15-a4b0-4874-bfcf-6ca4050d31a4_540x.jpg?v=1656399270,US$114,https://www.kickscrew.com/products/nike-jordan-next-utility-capsule-dd7092-010,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092-010,Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092-010,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092,Air Jordan Next Utility Capsule Sports Short Skirt Black DD7092-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3d0c5a15-a4b0-4874-bfcf-6ca4050d31a4_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_901202dd-bb34-4ba5-8c44-468dddf47def_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_1dd03b6b-3d3d-40b8-8817-877f032f6d3e_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_3d0c5a15-a4b0-4874-bfcf-6ca4050d31a4_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_901202dd-bb34-4ba5-8c44-468dddf47def_540x.jpg?v=1656399270|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_1dd03b6b-3d3d-40b8-8817-877f032f6d3e_540x.jpg?v=1656399270,"PRODUCTION INFORMATION:MODEL NO:DD7092-010|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Summer/Autumn|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Fit|PRODUCTION INFORMATION:CLOSURE:Lacing|PRODUCTION INFORMATION:COLOR WAY:Black",Air Jordan,INNERS|INNERS>Skirt,select:Sizes:L:+US$143.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$114.0000.100:1:+0.00000000:1:
,DD7092-200,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_87e322b8-4885-4c01-9f71-8ea0e6ead225_540x.jpg?v=1656400047,US$72,https://www.kickscrew.com/products/nike-jordan-next-utility-capsule-dd7092-200,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Khaki DD7092-200,,(WMNS) Air Jordan Next Utility Capsule Sports Short Skirt Khaki DD7092,Air Jordan Next Utility Capsule Sports Short Skirt Khaki DD7092-200,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_87e322b8-4885-4c01-9f71-8ea0e6ead225_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_bde3bd5a-a699-4064-bb03-20b22302b022_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_4f891108-0b6e-4893-b73e-0c9d29687cae_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_87e322b8-4885-4c01-9f71-8ea0e6ead225_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_bde3bd5a-a699-4064-bb03-20b22302b022_540x.jpg?v=1656400047|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_4f891108-0b6e-4893-b73e-0c9d29687cae_540x.jpg?v=1656400047,"PRODUCTION INFORMATION:MODEL NO:DD7092-200|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Summer/Autumn|PRODUCTION INFORMATION:COLOR WAY:Khaki",Air Jordan,INNERS|INNERS>Skirt,select:Sizes:XS:+US$82.0000.100:1:+0.00000000:1:|select:Sizes:S:+US$72.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$90.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$133.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$80.0000.100:1:+0.00000000:1:
